sample_id,split,label,gene_set_type,annotated_gene_count,jaccard_gene_count,jaccard_mode,all_pair_count,evaluated_pair_count,complete_gene_set_sha256,jaccard_subset_sha256
TRAIN_NEG_00362,train,0,partial_50_80,5,5,exact,10,10,cc55832401550473b39005f96b1383d468b3c4554f581fa8e08fc7a1320775cb,cc55832401550473b39005f96b1383d468b3c4554f581fa8e08fc7a1320775cb
TRAIN_NEG_00363,train,0,cross_pathway,34,30,hash_sampled,561,435,85ac855cccbe2b17f558f34b914e15f6c13ced07413048c6ab07cb72b8ead1ae,75ec8ff59b0b7e4da4068745818222e8890eba48d0e6123ebce72848177ee0c3
TRAIN_NEG_00364,train,0,random_5_30,29,29,exact,406,406,6206ece0b8a3d3cf91464824b07ad91567d50108ec1bc081bd135873fd7d9adc,6206ece0b8a3d3cf91464824b07ad91567d50108ec1bc081bd135873fd7d9adc
TRAIN_NEG_00365,train,0,shuffled,42,30,hash_sampled,861,435,4f767d65af1e2ecc95e47251571e1fa18bd075007ae2b58a4b5a6ee38db24775,92215cc38685f80f115b085c28646b174d71ffc73b95adaf78ca13be1e2bea53
TRAIN_NEG_00366,train,0,partial_50_80,28,28,exact,378,378,bd4286d3f26f9bdc7b7cd760e51d6462287813b39f29d83bae81aceb3bcacc94,bd4286d3f26f9bdc7b7cd760e51d6462287813b39f29d83bae81aceb3bcacc94
TRAIN_NEG_00367,train,0,cross_pathway,43,30,hash_sampled,903,435,c4c1e7cee879a40bab7acbf9e640b885c8a0ef121f3863162b797094d13cd918,234c81db2daa03344237cc7bb2cb0586313ac2b009b35e453f569d489b545696
TRAIN_NEG_00368,train,0,random_5_30,21,21,exact,210,210,89831ee08b643e22fb1d268e48c863175bd60a5b139c0d6857f4df8981d71125,89831ee08b643e22fb1d268e48c863175bd60a5b139c0d6857f4df8981d71125
TRAIN_NEG_00369,train,0,shuffled,36,30,hash_sampled,630,435,4b6bfd1c7eec0a40f4aff5c7f77cf20ada375279b1ee1aef37a07294872ac148,f5ce8adda7e2396005d4f442ba926b2687fa6696cc7f735626bf76bd96b62c8e
TRAIN_NEG_00370,train,0,partial_50_80,8,8,exact,28,28,5d0c49c3e3bf9aecdffe65053afa2f718cc809ae25a719c1ff9afa958f86511a,5d0c49c3e3bf9aecdffe65053afa2f718cc809ae25a719c1ff9afa958f86511a
TRAIN_NEG_00371,train,0,cross_pathway,26,26,exact,325,325,bf873b0f2b1438fbe08f4d08878fa4e1cf3833d5e76cdf39efe309ebf19c4b72,bf873b0f2b1438fbe08f4d08878fa4e1cf3833d5e76cdf39efe309ebf19c4b72
TRAIN_NEG_00372,train,0,random_5_30,30,30,exact,435,435,5488bdb52dc5e06578e7b3e9502360c0f7c37666673e23e28fe361f3c7c7e4f5,5488bdb52dc5e06578e7b3e9502360c0f7c37666673e23e28fe361f3c7c7e4f5
TRAIN_NEG_00373,train,0,shuffled,16,16,exact,120,120,d9d3878797dda7f7ff482568bfc9e56f158418352103b4748007002e9bf8455c,d9d3878797dda7f7ff482568bfc9e56f158418352103b4748007002e9bf8455c
TRAIN_NEG_00374,train,0,partial_50_80,5,5,exact,10,10,b6a739b35e894386be4b26dbda858d7c63d4772b8810813fad455f3a0323aab5,b6a739b35e894386be4b26dbda858d7c63d4772b8810813fad455f3a0323aab5
TRAIN_NEG_00375,train,0,cross_pathway,10,10,exact,45,45,364e6d752daf046e9718a72a00d35a1c8e97e1d2bf8393df005da678733f7668,364e6d752daf046e9718a72a00d35a1c8e97e1d2bf8393df005da678733f7668
TRAIN_NEG_00376,train,0,random_5_30,23,23,exact,253,253,d138ffa5ff8e80189dcd2d2ec5e53c079bcb1bf2c3ffc61122617e90809a39f7,d138ffa5ff8e80189dcd2d2ec5e53c079bcb1bf2c3ffc61122617e90809a39f7
TRAIN_NEG_00377,train,0,shuffled,27,27,exact,351,351,ea358411f0f8d2bfed53c12776e72eab5a941c7e47ca0edf4aee758c1a3e3632,ea358411f0f8d2bfed53c12776e72eab5a941c7e47ca0edf4aee758c1a3e3632
TRAIN_NEG_00378,train,0,partial_50_80,27,27,exact,351,351,e7cdc25d89608bb90f7a91d36fc606bca65bd6d0fc179724e45b84fe086acedb,e7cdc25d89608bb90f7a91d36fc606bca65bd6d0fc179724e45b84fe086acedb
TRAIN_NEG_00379,train,0,cross_pathway,14,14,exact,91,91,4b857f34df2f96b7e83f108ebfde497d6ae60d02117e0989d734004030e8315f,4b857f34df2f96b7e83f108ebfde497d6ae60d02117e0989d734004030e8315f
TRAIN_NEG_00380,train,0,random_5_30,9,9,exact,36,36,33c054b45033559665c7b29b675320b16479c941aad3bdacc6284c609fe02b56,33c054b45033559665c7b29b675320b16479c941aad3bdacc6284c609fe02b56
TRAIN_NEG_00381,train,0,shuffled,11,11,exact,55,55,9d31e80daf83d0c505dc9c4d9eb919a75d4498f392c926bb4ad3f29c7638a1d5,9d31e80daf83d0c505dc9c4d9eb919a75d4498f392c926bb4ad3f29c7638a1d5
TRAIN_NEG_00382,train,0,partial_50_80,15,15,exact,105,105,7ff05170813372ee2c0f18097a9c4b68eba07e08adccbbacf9ed964d0e9b34d2,7ff05170813372ee2c0f18097a9c4b68eba07e08adccbbacf9ed964d0e9b34d2
TRAIN_NEG_00383,train,0,cross_pathway,18,18,exact,153,153,364e99f165e43892509f8085099c8c8e7b5b9ad1d675831bc7908fa65a3c2309,364e99f165e43892509f8085099c8c8e7b5b9ad1d675831bc7908fa65a3c2309
TRAIN_NEG_00384,train,0,random_5_30,8,8,exact,28,28,2ed6977aaaccccb8ef2a58ba2b8d6690109146ed880c42709875f5d8eb408d58,2ed6977aaaccccb8ef2a58ba2b8d6690109146ed880c42709875f5d8eb408d58
TRAIN_NEG_00385,train,0,shuffled,22,22,exact,231,231,575bead61d0f499ecbe6fd08f97e40e578507cb3e4149f5480919e0af3e3f2c4,575bead61d0f499ecbe6fd08f97e40e578507cb3e4149f5480919e0af3e3f2c4
TRAIN_NEG_00386,train,0,partial_50_80,10,10,exact,45,45,f5e90a6ea8037c0e7c86e75a008e99e7ffe53842f1c3aea1bbfec876de2e8866,f5e90a6ea8037c0e7c86e75a008e99e7ffe53842f1c3aea1bbfec876de2e8866
TRAIN_NEG_00387,train,0,cross_pathway,15,15,exact,105,105,e013716ce22f61f9b7ab1b3c61a1b36792b90c352cbeadf1adc4d56f9a548a42,e013716ce22f61f9b7ab1b3c61a1b36792b90c352cbeadf1adc4d56f9a548a42
TRAIN_NEG_00388,train,0,random_5_30,21,21,exact,210,210,32e038b45312354b914e6d92598ab007051a74eda9a74b637886e33d19c01c72,32e038b45312354b914e6d92598ab007051a74eda9a74b637886e33d19c01c72
TRAIN_NEG_00389,train,0,shuffled,6,6,exact,15,15,17579e7fd355bd158774c7257775b42fc50b52f59d2211d21d9030704e6ed683,17579e7fd355bd158774c7257775b42fc50b52f59d2211d21d9030704e6ed683
TRAIN_NEG_00390,train,0,partial_50_80,6,6,exact,15,15,47e0864e581e59874cf4d365e3267e97cc82f4a0ebe549990bc1ac881067f575,47e0864e581e59874cf4d365e3267e97cc82f4a0ebe549990bc1ac881067f575
TRAIN_NEG_00391,train,0,cross_pathway,11,11,exact,55,55,25479334b2a11c388d1d292c5d2eecf36a507347e365c9dbaf40841dea414c9b,25479334b2a11c388d1d292c5d2eecf36a507347e365c9dbaf40841dea414c9b
TRAIN_NEG_00392,train,0,random_5_30,15,15,exact,105,105,692bdb6f3766e854f7dfd3fd5638ab1f4cd7cc89e931f1749c665e5de399c9b0,692bdb6f3766e854f7dfd3fd5638ab1f4cd7cc89e931f1749c665e5de399c9b0
TRAIN_NEG_00393,train,0,shuffled,40,30,hash_sampled,780,435,39f7994e5136d01e554c5fd08e3ea2b23292c4d4b62842b8f1524cf1c5a7f9ef,2f35e014b8cba919c5d2981bf4ccc22155a2b08d8838a09bd1695c3409d426e9
TRAIN_NEG_00394,train,0,partial_50_80,8,8,exact,28,28,6f7e55e744ee89bfbbae334047505ccb68ffce1b4c20139cd4a9fba50c580f22,6f7e55e744ee89bfbbae334047505ccb68ffce1b4c20139cd4a9fba50c580f22
TRAIN_NEG_00395,train,0,cross_pathway,17,17,exact,136,136,06826ef59a1b6a69a94a4372f6823f3d3ab1885026001f500f3b0120bdaafcd5,06826ef59a1b6a69a94a4372f6823f3d3ab1885026001f500f3b0120bdaafcd5
TRAIN_NEG_00396,train,0,random_5_30,18,18,exact,153,153,3724b6893e99c697b5d2c05a62899d7c1037f01a3760a4397de88d8e82461edb,3724b6893e99c697b5d2c05a62899d7c1037f01a3760a4397de88d8e82461edb
TRAIN_NEG_00397,train,0,shuffled,17,17,exact,136,136,1ba2a027535a2ac435854d1c4255d8a5d890811ea9b502f8c827e47bf7122c06,1ba2a027535a2ac435854d1c4255d8a5d890811ea9b502f8c827e47bf7122c06
TRAIN_NEG_00398,train,0,partial_50_80,14,14,exact,91,91,ebb9b445d394f61d146c4281e1e0b251bf7c41f48e6cfa1b77610470a47254c2,ebb9b445d394f61d146c4281e1e0b251bf7c41f48e6cfa1b77610470a47254c2
TRAIN_NEG_00399,train,0,cross_pathway,5,5,exact,10,10,58bff104d91c9395ee6763b0df83001f78a5a493ae1b0a7ef553607bb0600446,58bff104d91c9395ee6763b0df83001f78a5a493ae1b0a7ef553607bb0600446
TRAIN_NEG_00400,train,0,random_5_30,8,8,exact,28,28,387c2c2ecf1457bbcd8a39bc310c4dca52218376ee5652c04e2b91921e9ce136,387c2c2ecf1457bbcd8a39bc310c4dca52218376ee5652c04e2b91921e9ce136
TRAIN_NEG_00401,train,0,shuffled,17,17,exact,136,136,a306df4967fa67cd8e62924016f9b47fddb349603d7d843a47388e0ae555e82f,a306df4967fa67cd8e62924016f9b47fddb349603d7d843a47388e0ae555e82f
TRAIN_NEG_00402,train,0,partial_50_80,7,7,exact,21,21,715aea7690e1e4b12de71775ace5a6f86a2e004ba5f8cbbc2f3f2045bc7e8f1e,715aea7690e1e4b12de71775ace5a6f86a2e004ba5f8cbbc2f3f2045bc7e8f1e
TRAIN_NEG_00403,train,0,cross_pathway,9,9,exact,36,36,d3aedcdc66c00f56206cbad305d9d626d66dd66a322c5f2b518e31229a73fa38,d3aedcdc66c00f56206cbad305d9d626d66dd66a322c5f2b518e31229a73fa38
TRAIN_NEG_00404,train,0,random_5_30,13,13,exact,78,78,4bc7892712f9cbfa88670b517b0ce17e99dd5ab7f527db37e236afb3f3fed894,4bc7892712f9cbfa88670b517b0ce17e99dd5ab7f527db37e236afb3f3fed894
TRAIN_NEG_00405,train,0,shuffled,20,20,exact,190,190,58e81b78fb5bb666fb9bf4219cbe7fde49f981b13221ed2f4a26fd03c6a27ab6,58e81b78fb5bb666fb9bf4219cbe7fde49f981b13221ed2f4a26fd03c6a27ab6
TRAIN_NEG_00406,train,0,partial_50_80,11,11,exact,55,55,b9cd21f6205845fe779c9c51241af80f39b9c300b90590a52ce8538da2bc82cd,b9cd21f6205845fe779c9c51241af80f39b9c300b90590a52ce8538da2bc82cd
TRAIN_NEG_00407,train,0,cross_pathway,17,17,exact,136,136,fb78cc4f7c5a3f75edc31f80802320b8e5b1130bb976712caf8e7a1ea4e6a523,fb78cc4f7c5a3f75edc31f80802320b8e5b1130bb976712caf8e7a1ea4e6a523
TRAIN_NEG_00408,train,0,random_5_30,30,30,exact,435,435,0d24fac20cfce2dd1e252132201172a4d1d6f32f335840fa3d328abaa34ac601,0d24fac20cfce2dd1e252132201172a4d1d6f32f335840fa3d328abaa34ac601
AC_ALANINE-DEG3-PWY,test,1,NA,6,6,exact,15,15,c99083c4c9fc8f79e65e2b84a80daf72d6ab041dcad48d3d940ac723f403679c,c99083c4c9fc8f79e65e2b84a80daf72d6ab041dcad48d3d940ac723f403679c
AC_CAMALEXIN-SYN,test,1,NA,31,30,hash_sampled,465,435,5fb2f174634100a2e0aaff6ec609009a975213eee52c37cbad85ca1d9a186759,bc9f572be5608534c2ecd1d55e0d51869fc9979d0507f3c09c8a91350309bc97
AC_DETOX1-PWY,test,1,NA,11,11,exact,55,55,98c43086c88b6240f09de8c80a48404665e420fbc1ad3ca10e1133b66d3affae,98c43086c88b6240f09de8c80a48404665e420fbc1ad3ca10e1133b66d3affae
AC_DETOX1-PWY-1,test,1,NA,20,20,exact,190,190,45132cc8c23e41ae3ff1db61c7f97c00044d9f9d0f051bc99bb5601f3fdd5c8b,45132cc8c23e41ae3ff1db61c7f97c00044d9f9d0f051bc99bb5601f3fdd5c8b
AC_GLYSYN2-PWY,test,1,NA,11,11,exact,55,55,8427d3d1750c217dc24d78561bc67d4fe55745fff74dc209c9f36420dc8b788e,8427d3d1750c217dc24d78561bc67d4fe55745fff74dc209c9f36420dc8b788e
AC_LIPAS-PWY,test,1,NA,44,30,hash_sampled,946,435,c35a8e43f920ee16d887ba9560229bbb8f1f0e7d2d7f6aebf7102156a82fc1b4,7b67452d7827279ae02f24ba6916b7b20ac764ec25abb507a975dc2155fdb382
AC_NAGLIPASYN-PWY,test,1,NA,9,9,exact,36,36,a6a63a2530098f6dafee3a0f73de9d3bae9710851206b4f3c20ed09556589f02,a6a63a2530098f6dafee3a0f73de9d3bae9710851206b4f3c20ed09556589f02
AC_NONMEVIPP-PWY,test,1,NA,10,10,exact,45,45,dc2314727f1f2b85cea0745f80ad4e30fee3968841c344839e2afb0b47b6fb21,dc2314727f1f2b85cea0745f80ad4e30fee3968841c344839e2afb0b47b6fb21
AC_NONOXIPENT-PWY,test,1,NA,12,12,exact,66,66,b4a8a4073a7349a309605427af3abe7ee7dec32bf4a514e054b4557ba941c0a1,b4a8a4073a7349a309605427af3abe7ee7dec32bf4a514e054b4557ba941c0a1
AC_PANTO-PWY,test,1,NA,9,9,exact,36,36,cba12a1e136b9c97473cbf8fd359c36e129b5297937efd2d2b02b72574de5046,cba12a1e136b9c97473cbf8fd359c36e129b5297937efd2d2b02b72574de5046
AC_PENTOSE-P-PWY,test,1,NA,26,26,exact,325,325,aa655dd1671c6c2eab8402b96ff198d21ea7b29204cf60b864182a24fe6af340,aa655dd1671c6c2eab8402b96ff198d21ea7b29204cf60b864182a24fe6af340
AC_PHOTOALL-PWY,test,1,NA,53,30,hash_sampled,1378,435,1ac7d924d538c28f92b12bae78da4055a8bad5769acb5d578750ca22d043b76f,06eddb45b46da5990eec2bbe82b82f7b0b993e5831dededccb5611ee930ba875
AC_PWY-102,test,1,NA,16,16,exact,120,120,5f17409f391887a2b0a153e5a01a6746bad6a76ff64bec91c9d0a24ee13a7d3a,5f17409f391887a2b0a153e5a01a6746bad6a76ff64bec91c9d0a24ee13a7d3a
AC_PWY-2261,test,1,NA,15,15,exact,105,105,b4305b3bac95f47e785d2c328b7a238f6c41397cd1c31e318aeeb65b882efcc2,b4305b3bac95f47e785d2c328b7a238f6c41397cd1c31e318aeeb65b882efcc2
AC_PWY-3001,test,1,NA,25,25,exact,300,300,ac4c0cf6aa86807bc7aeb30656ff81063a24b952cf99ef3ffe89973c0c41976d,ac4c0cf6aa86807bc7aeb30656ff81063a24b952cf99ef3ffe89973c0c41976d
AC_PWY-3561,test,1,NA,11,11,exact,55,55,595e4395acd94e879e48ca33727e333884cbe25e10ead2c7bb8727170b7cebf0,595e4395acd94e879e48ca33727e333884cbe25e10ead2c7bb8727170b7cebf0
AC_PWY-3742,test,1,NA,25,25,exact,300,300,e4cbd9dca822364ec659857097809636ec0631e9b5642e95889cfc86c8718568,e4cbd9dca822364ec659857097809636ec0631e9b5642e95889cfc86c8718568
AC_PWY-3841,test,1,NA,24,24,exact,276,276,64a248c015ddc26b5243c2eafb8d64736fff329e5b0b58482f94cb8a3b9f541d,64a248c015ddc26b5243c2eafb8d64736fff329e5b0b58482f94cb8a3b9f541d
AC_PWY-4221ARA,test,1,NA,15,15,exact,105,105,a075a296d9a88636d59b651823ef37ab6484494da36cde80f023b457119ea89b,a075a296d9a88636d59b651823ef37ab6484494da36cde80f023b457119ea89b
AC_PWY-4361,test,1,NA,8,8,exact,28,28,6343d5a5bedac72a8b15e44e0b4750acddbcbf85022a52bdb73673c9544d3ecc,6343d5a5bedac72a8b15e44e0b4750acddbcbf85022a52bdb73673c9544d3ecc
AC_PWY-4562,test,1,NA,12,12,exact,66,66,b209ad6ed92a91513410f52027540b9800aabc946442281e843478d4c74c10dc,b209ad6ed92a91513410f52027540b9800aabc946442281e843478d4c74c10dc
AC_PWY-4661,test,1,NA,14,14,exact,91,91,ba833f8e8445b3b62823b54fda3923da4966c7ea02b0db35ab21e5d61829d434,ba833f8e8445b3b62823b54fda3923da4966c7ea02b0db35ab21e5d61829d434
AC_PWY-5079,test,1,NA,9,9,exact,36,36,24caffd25c9b3b7411d710205565809a52bcf33ad47486abafd776f630f8c25e,24caffd25c9b3b7411d710205565809a52bcf33ad47486abafd776f630f8c25e
AC_PWY-5123,test,1,NA,16,16,exact,120,120,062ee68ebeb063d3e48f9fcee50f4003a6c00970a283f8edaf376f0f03b16e59,062ee68ebeb063d3e48f9fcee50f4003a6c00970a283f8edaf376f0f03b16e59
AC_PWY-5137,test,1,NA,5,5,exact,10,10,8619bada27c8d15e02abc88aa52f0c164713466857cc04be897d993114bf4971,8619bada27c8d15e02abc88aa52f0c164713466857cc04be897d993114bf4971
AC_PWY-5340,test,1,NA,6,6,exact,15,15,5959cea2edd7b30cd4086467ef96f625a95812ebe2c8995539c0cf92f4c21d03,5959cea2edd7b30cd4086467ef96f625a95812ebe2c8995539c0cf92f4c21d03
AC_PWY-5366,test,1,NA,6,6,exact,15,15,25ddb6ee346679095ddf7448cceeb4c3f1dfb336f1074679a6da2c3c16d74863,25ddb6ee346679095ddf7448cceeb4c3f1dfb336f1074679a6da2c3c16d74863
AC_PWY-561,test,1,NA,46,30,hash_sampled,1035,435,a09458cc9861d87e35ea66487774fb35b0c85137db65ee64e3ee185a5bc9a0d2,f58be5f0aeff9bd004e6645cd65132c38b77935f3d240f1a4fc4ab6bc5852c61
AC_PWY-5659,test,1,NA,12,12,exact,66,66,614b2184c6b3db544585508a92d580e868cc322ba6a344123d0352b2361f7942,614b2184c6b3db544585508a92d580e868cc322ba6a344123d0352b2361f7942
AC_PWY-5723,test,1,NA,36,30,hash_sampled,630,435,98989995644bdbeac07658b19ce82f6fb16aa0a5b728b16feddc653254658c75,f2e964957436ff51787b7ca880773297a1a57915c70303f33098dcaeef382deb
AC_PWY-5800,test,1,NA,6,6,exact,15,15,02c8233edf4c0ea55f9da52acce25fbaaceeb87498ccc30b31f71d12f82e9960,02c8233edf4c0ea55f9da52acce25fbaaceeb87498ccc30b31f71d12f82e9960
AC_PWY-5868,test,1,NA,25,25,exact,300,300,42561a406470e10ac77c954aee96fc5b7d405e95f3e4ac6ea58fc39216d0c948,42561a406470e10ac77c954aee96fc5b7d405e95f3e4ac6ea58fc39216d0c948
AC_PWY-6012,test,1,NA,10,10,exact,45,45,31c1ddd3fa482e1687a75e322bd6ab51cf38c6d953a929e911da3cf61db52e85,31c1ddd3fa482e1687a75e322bd6ab51cf38c6d953a929e911da3cf61db52e85
AC_PWY-6014,test,1,NA,8,8,exact,28,28,e0073353c3c5625e796d988d35938a95e5b89dddc1ad4984f461f5e1a963343c,e0073353c3c5625e796d988d35938a95e5b89dddc1ad4984f461f5e1a963343c
AC_PWY-6039,test,1,NA,28,28,exact,378,378,b587293408a4999db450a18d5597062479aa987b5c84317458ac2b1fd06b4d02,b587293408a4999db450a18d5597062479aa987b5c84317458ac2b1fd06b4d02
AC_PWY-6040,test,1,NA,21,21,exact,210,210,40251a25f3e56e6b87be376093d212dfd7495aad5f97c1319a6dfa1675cb898e,40251a25f3e56e6b87be376093d212dfd7495aad5f97c1319a6dfa1675cb898e
AC_PWY-6051,test,1,NA,8,8,exact,28,28,e402d63662dd027825f6a7550d6a70d562a1372a9f18a67618867deb1988cc28,e402d63662dd027825f6a7550d6a70d562a1372a9f18a67618867deb1988cc28
AC_PWY-622,test,1,NA,20,20,exact,190,190,e27d476a16b66bc0a06d16e8994557f54540ca7858b42dd9ea99a82969f6240c,e27d476a16b66bc0a06d16e8994557f54540ca7858b42dd9ea99a82969f6240c
AC_PWY-6348,test,1,NA,34,30,hash_sampled,561,435,db32887b455dba8f572871b359aea338fa25b4e4b8f9e748d67163f7024f1e40,20d69ca3092f7081c43fd36adc35f8aa35e44e4fe45d27d729719718764df3dd
AC_PWY-6352,test,1,NA,39,30,hash_sampled,741,435,7a06564ba1c0cc68b8bb7394494f2d67c51a89a19da65f687dda95739db7daec,442a56a0426b47a0dc6db94b92351fff60c7529ac52d266f2037ca5ec7e5734c
AC_PWY-641,test,1,NA,9,9,exact,36,36,6ef6cd8e6cbefd9fc9c39bdac02fc406d05d71ce501290b7bc4935aa7c62d49e,6ef6cd8e6cbefd9fc9c39bdac02fc406d05d71ce501290b7bc4935aa7c62d49e
AC_PWY-6444,test,1,NA,6,6,exact,15,15,6c6e0bca88aca0f208e27f8bb8e5fc3b6f932ee836ed8d9144fc079a304970f3,6c6e0bca88aca0f208e27f8bb8e5fc3b6f932ee836ed8d9144fc079a304970f3
AC_PWY-6546,test,1,NA,11,11,exact,55,55,1176e76a6b6ef585b753a6334668e39d8d95afdd27c33ae6d7564bd112024b24,1176e76a6b6ef585b753a6334668e39d8d95afdd27c33ae6d7564bd112024b24
AC_PWY-6754,test,1,NA,6,6,exact,15,15,22c623783653bb4997256a6bf0c529427dbf1035bd2cbb95b355aecb44121435,22c623783653bb4997256a6bf0c529427dbf1035bd2cbb95b355aecb44121435
AC_PWY-6773,test,1,NA,14,14,exact,91,91,b766436fe6a4f488ee050446f02f6db6b0bb4f352af161618f21e1ade5dc01fc,b766436fe6a4f488ee050446f02f6db6b0bb4f352af161618f21e1ade5dc01fc
AC_PWY-6837,test,1,NA,10,10,exact,45,45,50720f83b1c5d9c1201b9101efab92f155cb03426881bbab7f0fc72aec3bd24e,50720f83b1c5d9c1201b9101efab92f155cb03426881bbab7f0fc72aec3bd24e
AC_PWY-6908,test,1,NA,7,7,exact,21,21,f03caeb7a738def2b7525d3d8290ed03a28a6ea1e3313b9433af06e299f629a8,f03caeb7a738def2b7525d3d8290ed03a28a6ea1e3313b9433af06e299f629a8
AC_PWY-7047,test,1,NA,9,9,exact,36,36,b5b769979726bbdecba8afc9810b36e14af6b2f255fa20f9606e77dd58bed758,b5b769979726bbdecba8afc9810b36e14af6b2f255fa20f9606e77dd58bed758
AC_PWY-7048,test,1,NA,14,14,exact,91,91,4a183f80bad6c63fee39bc162a9d0c42b58081e58785203fe80df531dbe75c2e,4a183f80bad6c63fee39bc162a9d0c42b58081e58785203fe80df531dbe75c2e
AC_PWY-7177,test,1,NA,12,12,exact,66,66,8026513b1f28b6da316832dfcaba8f0d9c5ad2e675a2c33dc7265e954395129d,8026513b1f28b6da316832dfcaba8f0d9c5ad2e675a2c33dc7265e954395129d
AC_PWY-7185,test,1,NA,14,14,exact,91,91,7efcf201ec0b9353a29a050252717b25283f0e8679897ce8e3903c81e3a36fd4,7efcf201ec0b9353a29a050252717b25283f0e8679897ce8e3903c81e3a36fd4
AC_PWY-7200,test,1,NA,32,30,hash_sampled,496,435,0ebb5c950b3c61fadf0b0572c37abb118fec91643923872ba853280fc50fcc35,448e785099e80be4b8678bacc53cd7f8f0b0228eddf57a38722b3070632b3e81
AC_PWY-7204,test,1,NA,10,10,exact,45,45,f0deff66479c6ae90fcc4fd89ff94598ded8b47d6e0d0bc9c599466abcea2105,f0deff66479c6ae90fcc4fd89ff94598ded8b47d6e0d0bc9c599466abcea2105
AC_PWY-7221,test,1,NA,7,7,exact,21,21,87a247e9b8876b9ff22e1244f05c0c6878c058f6c81488ee5e821e3dc3002134,87a247e9b8876b9ff22e1244f05c0c6878c058f6c81488ee5e821e3dc3002134
AC_PWY-7238,test,1,NA,30,30,exact,435,435,aef5aaee3d8ed2553f0ad52270e89f6c52aba30e5df3b28507e21f500133c023,aef5aaee3d8ed2553f0ad52270e89f6c52aba30e5df3b28507e21f500133c023
AC_PWY-7343,test,1,NA,10,10,exact,45,45,cd6d40f6d960ccda11af0561dcf23b9cf6df6b7a097d7ea4146d708d81f41bb7,cd6d40f6d960ccda11af0561dcf23b9cf6df6b7a097d7ea4146d708d81f41bb7
AC_PWY-735,test,1,NA,17,17,exact,136,136,8d558dc10f95518800de3bce6f567bd4edd81e52fc00d15b41bf54744ab69f62,8d558dc10f95518800de3bce6f567bd4edd81e52fc00d15b41bf54744ab69f62
AC_PWY-8148,test,1,NA,5,5,exact,10,10,3b0f8e117477d7576b9a1eb6d65168d1dd412e9f19b32925a5732ae074399a1d,3b0f8e117477d7576b9a1eb6d65168d1dd412e9f19b32925a5732ae074399a1d
AC_PWY0-1264,test,1,NA,10,10,exact,45,45,7977be89354045ec4111b1a27b77517ec159950691368d577cd569584ad134d8,7977be89354045ec4111b1a27b77517ec159950691368d577cd569584ad134d8
AC_PWY0-1507,test,1,NA,6,6,exact,15,15,0e27b9b1186d00757ca829b01513a4d614a3fd8226e89a1428c23ff2eae172b1,0e27b9b1186d00757ca829b01513a4d614a3fd8226e89a1428c23ff2eae172b1
AC_PWY0-1608,test,1,NA,11,11,exact,55,55,7f82f9aae3a8295bf51396e30ae9a67f2b1df417619b5cbf5fa524824d9d7c98,7f82f9aae3a8295bf51396e30ae9a67f2b1df417619b5cbf5fa524824d9d7c98
AC_PWY0-662,test,1,NA,5,5,exact,10,10,2d5520570bea21730f3800f6b79de1730cad89d0435c8df13b938958dfc8ae2d,2d5520570bea21730f3800f6b79de1730cad89d0435c8df13b938958dfc8ae2d
AC_PWY3O-4107,test,1,NA,10,10,exact,45,45,80832c9f5b7f8d52c453613c6ff4ee4b4a48f125904cfe19e860483b04d2d06f,80832c9f5b7f8d52c453613c6ff4ee4b4a48f125904cfe19e860483b04d2d06f
AC_PWY66-21,test,1,NA,6,6,exact,15,15,8af76edb82aad4cd0d5f2a1fb3bca2cb906bcf16fc2060365e378808e8f65a65,8af76edb82aad4cd0d5f2a1fb3bca2cb906bcf16fc2060365e378808e8f65a65
AC_PWY66-367,test,1,NA,6,6,exact,15,15,24790fa62ee36236403e99e62fb87633b5a49ee0a8e3bed8a8fa3c01b4a76b44,24790fa62ee36236403e99e62fb87633b5a49ee0a8e3bed8a8fa3c01b4a76b44
AC_PWYDQC-4,test,1,NA,15,15,exact,105,105,089f8421a9352e526d50f2066dbe9391723717cd95d74da7272444a78a66e8e4,089f8421a9352e526d50f2066dbe9391723717cd95d74da7272444a78a66e8e4
AC_PWYQT-94,test,1,NA,8,8,exact,28,28,08e79a32acb493e24fb87a7697352b72653b5b16681c21a767c5288a83268baf,08e79a32acb493e24fb87a7697352b72653b5b16681c21a767c5288a83268baf
AC_SERSYN-PWY,test,1,NA,6,6,exact,15,15,0c706a4a8831fdc1afd480693716ea39c0d18b9241c1ae31bba2e7be848f21d6,0c706a4a8831fdc1afd480693716ea39c0d18b9241c1ae31bba2e7be848f21d6
AC_SUCSYN-PWY,test,1,NA,40,30,hash_sampled,780,435,5bfd1626af90818e48729014cf9112ac29b06917d7a7b505255ae7b036dcd8df,093cadb68905134995ed220f4b0ca04dcea11e11b171b6ac1a55e03050114858
AC_THRESYN-PWY,test,1,NA,19,19,exact,171,171,07055fd80780580b3ca2e55fcdaab42013254106df6b008d853f0dad061b7b5c,07055fd80780580b3ca2e55fcdaab42013254106df6b008d853f0dad061b7b5c
AC_TYRFUMCAT-PWY,test,1,NA,10,10,exact,45,45,11f8d9825703f748861d942d8ed6d1a5198db8acdb57cfaba424c50eaa590e74,11f8d9825703f748861d942d8ed6d1a5198db8acdb57cfaba424c50eaa590e74
